epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,7630.57,1.5227,0.77649,1.2249,0.94848,0.89049,0.95706,0.55482,1.50006,0.67158,1.2501,0.007624,0.007624,0.007624
26,7863.35,1.50741,0.76215,1.21497,0.91067,0.86734,0.93214,0.5242,1.58611,0.72468,1.27912,0.007525,0.007525,0.007525
27,8077.05,1.50944,0.76173,1.21348,0.94557,0.89864,0.95936,0.55465,1.51978,0.64222,1.26003,0.007426,0.007426,0.007426
28,8278.38,1.49626,0.74965,1.20951,0.93998,0.90754,0.9606,0.5665,1.48684,0.64351,1.23659,0.007327,0.007327,0.007327
29,8485.06,1.49393,0.74993,1.2085,0.93285,0.92481,0.96323,0.56247,1.49063,0.64478,1.24451,0.007228,0.007228,0.007228
30,8779.32,1.47359,0.73288,1.20047,0.94291,0.9205,0.96066,0.56113,1.49616,0.6225,1.26628,0.007129,0.007129,0.007129
31,9191.73,1.48904,0.73154,1.20128,0.93256,0.90469,0.95836,0.55773,1.51658,0.63403,1.26253,0.00703,0.00703,0.00703
32,9492.69,1.47054,0.72049,1.20165,0.943,0.92241,0.96938,0.57658,1.48189,0.61398,1.23986,0.006931,0.006931,0.006931
33,9743.64,1.48392,0.72828,1.19951,0.93596,0.9296,0.96669,0.56911,1.49286,0.60884,1.24563,0.006832,0.006832,0.006832
34,9962.99,1.45803,0.71691,1.18982,0.93751,0.92689,0.96498,0.5647,1.48967,0.62131,1.24516,0.006733,0.006733,0.006733
35,10183.4,1.47021,0.70495,1.1935,0.94896,0.92912,0.97055,0.57926,1.46468,0.59545,1.22571,0.006634,0.006634,0.006634
36,10391.6,1.45904,0.7069,1.18277,0.94846,0.9296,0.97156,0.58081,1.47329,0.58386,1.23098,0.006535,0.006535,0.006535
37,10598.8,1.45531,0.70019,1.18655,0.95507,0.9363,0.97287,0.58399,1.4601,0.58034,1.23226,0.006436,0.006436,0.006436
38,10804.5,1.44291,0.68539,1.18351,0.94505,0.93582,0.96891,0.58322,1.47164,0.58142,1.24189,0.006337,0.006337,0.006337
39,11022.7,1.44249,0.68683,1.18209,0.95888,0.93391,0.9757,0.5864,1.45638,0.57207,1.21746,0.006238,0.006238,0.006238
40,11221.2,1.43233,0.68108,1.17329,0.95361,0.93439,0.97526,0.58765,1.45413,0.57836,1.22739,0.006139,0.006139,0.006139
41,11351.2,1.43066,0.68384,1.17697,0.95322,0.94253,0.97421,0.58987,1.4565,0.55618,1.22378,0.00604,0.00604,0.00604
42,11428.1,1.42635,0.67611,1.17091,0.95123,0.93405,0.97426,0.58958,1.45414,0.57674,1.2212,0.005941,0.005941,0.005941
43,11504.8,1.42243,0.6736,1.16891,0.95812,0.94225,0.97581,0.59875,1.44031,0.55501,1.21146,0.005842,0.005842,0.005842
44,11580.3,1.41627,0.66623,1.16364,0.95588,0.94414,0.97631,0.59613,1.44406,0.54792,1.21554,0.005743,0.005743,0.005743
45,11663.6,1.4162,0.66144,1.17005,0.95774,0.95115,0.9786,0.59818,1.44007,0.55168,1.21362,0.005644,0.005644,0.005644
46,11742,1.40527,0.65689,1.15581,0.95017,0.94397,0.97681,0.59626,1.44704,0.54898,1.21874,0.005545,0.005545,0.005545
47,11820.8,1.40771,0.65303,1.16519,0.95199,0.94684,0.97182,0.59638,1.43823,0.53667,1.20948,0.005446,0.005446,0.005446
48,11901.2,1.41051,0.65296,1.15991,0.95267,0.9545,0.97884,0.59964,1.42701,0.54058,1.20135,0.005347,0.005347,0.005347
49,11979.7,1.39272,0.644,1.14931,0.95911,0.95492,0.9807,0.60744,1.42401,0.54025,1.19228,0.005248,0.005248,0.005248
50,12056,1.38294,0.63215,1.14427,0.96209,0.94816,0.97927,0.6056,1.43152,0.53439,1.19641,0.005149,0.005149,0.005149
51,12131.3,1.39353,0.63644,1.1523,0.96093,0.9478,0.97822,0.60331,1.41344,0.52907,1.19418,0.00505,0.00505,0.00505
52,12205,1.39993,0.64023,1.15116,0.95641,0.95307,0.98021,0.61101,1.42461,0.52547,1.19964,0.004951,0.004951,0.004951
53,12279.5,1.38198,0.62534,1.14777,0.9612,0.94928,0.97843,0.61343,1.41181,0.52111,1.19313,0.004852,0.004852,0.004852
54,12353.6,1.37215,0.62357,1.14465,0.96251,0.94677,0.97884,0.61006,1.40945,0.51978,1.18871,0.004753,0.004753,0.004753
55,12428.5,1.3809,0.62426,1.15034,0.9618,0.95354,0.98099,0.61108,1.4165,0.51329,1.20355,0.004654,0.004654,0.004654
56,12506.4,1.37434,0.62194,1.13902,0.96256,0.94875,0.97812,0.6168,1.41555,0.51657,1.19393,0.004555,0.004555,0.004555
57,12584.6,1.37151,0.61568,1.14145,0.95933,0.95163,0.98099,0.61174,1.41696,0.51366,1.20338,0.004456,0.004456,0.004456
58,12660.8,1.35581,0.61558,1.13382,0.96004,0.95505,0.98109,0.60939,1.41641,0.51093,1.19877,0.004357,0.004357,0.004357
59,12733,1.36531,0.61184,1.14013,0.96939,0.95259,0.98026,0.61985,1.40629,0.50224,1.19304,0.004258,0.004258,0.004258
60,12806.2,1.35032,0.60381,1.13172,0.96691,0.95402,0.98243,0.6183,1.40276,0.50461,1.19181,0.004159,0.004159,0.004159
61,12874.4,1.35613,0.60481,1.12963,0.96299,0.9595,0.9809,0.61614,1.41667,0.4979,1.19441,0.00406,0.00406,0.00406
62,12942.7,1.34934,0.5983,1.13109,0.96923,0.95738,0.98313,0.61906,1.40374,0.49786,1.19038,0.003961,0.003961,0.003961
63,13011.6,1.34535,0.59733,1.13052,0.97088,0.95816,0.98328,0.61738,1.4099,0.49795,1.19484,0.003862,0.003862,0.003862
64,13086.2,1.34668,0.59862,1.12372,0.96943,0.95689,0.98254,0.61784,1.41129,0.49756,1.19153,0.003763,0.003763,0.003763
65,13159.2,1.34999,0.59272,1.12928,0.964,0.96183,0.98347,0.6213,1.39897,0.48992,1.18678,0.003664,0.003664,0.003664
66,13230.7,1.32996,0.5905,1.12205,0.96567,0.95649,0.98,0.6191,1.40606,0.49391,1.18863,0.003565,0.003565,0.003565
67,13301.9,1.33205,0.58522,1.12643,0.9667,0.9594,0.98135,0.6212,1.40416,0.49276,1.19064,0.003466,0.003466,0.003466
68,13373.6,1.32116,0.57544,1.11696,0.96551,0.95977,0.98384,0.6252,1.40266,0.48751,1.18649,0.003367,0.003367,0.003367
69,13439.3,1.32454,0.57926,1.11798,0.96822,0.96296,0.98253,0.62338,1.40023,0.48715,1.18808,0.003268,0.003268,0.003268
70,13504.4,1.31644,0.57626,1.11695,0.96949,0.95738,0.98249,0.62211,1.40268,0.48711,1.18404,0.003169,0.003169,0.003169
71,13577,1.31099,0.57266,1.11282,0.97043,0.95884,0.98276,0.6238,1.39814,0.48278,1.18126,0.00307,0.00307,0.00307
72,13647.1,1.30941,0.57425,1.10977,0.96868,0.9628,0.98154,0.62223,1.40143,0.48433,1.18204,0.002971,0.002971,0.002971
73,13717.2,1.30131,0.56765,1.10287,0.96952,0.96216,0.98104,0.62587,1.3945,0.48367,1.17983,0.002872,0.002872,0.002872
74,13790.8,1.30294,0.5584,1.10635,0.97322,0.95737,0.98205,0.62749,1.39083,0.48039,1.1798,0.002773,0.002773,0.002773
75,13866.5,1.29609,0.55883,1.10723,0.96721,0.96169,0.98274,0.63021,1.38822,0.47942,1.17911,0.002674,0.002674,0.002674
76,13939.1,1.28875,0.5531,1.10489,0.96959,0.96205,0.98396,0.63217,1.38499,0.48012,1.17806,0.002575,0.002575,0.002575
77,14013,1.28009,0.54865,1.09726,0.97283,0.9636,0.98381,0.63304,1.38502,0.47589,1.17797,0.002476,0.002476,0.002476
78,14083.7,1.29004,0.5528,1.09967,0.97181,0.96312,0.98534,0.63204,1.38186,0.47259,1.17645,0.002377,0.002377,0.002377
79,14157.7,1.28969,0.5487,1.10345,0.9726,0.96456,0.98553,0.63474,1.37738,0.46978,1.17363,0.002278,0.002278,0.002278
80,14230.7,1.28872,0.54734,1.0978,0.97212,0.96858,0.98509,0.63747,1.37427,0.46841,1.17033,0.002179,0.002179,0.002179
81,14300.2,1.2877,0.54717,1.10183,0.96926,0.96657,0.98487,0.63929,1.37447,0.46793,1.17,0.00208,0.00208,0.00208
82,14378.5,1.2757,0.53991,1.09526,0.97483,0.96452,0.98628,0.63919,1.37624,0.46708,1.17045,0.001981,0.001981,0.001981
83,14453.2,1.27511,0.54048,1.0955,0.97173,0.96695,0.98618,0.63805,1.37611,0.46694,1.16924,0.001882,0.001882,0.001882
84,14532.4,1.25948,0.53566,1.09037,0.97525,0.96227,0.98658,0.63885,1.37516,0.46651,1.17061,0.001783,0.001783,0.001783
85,14612.2,1.26269,0.53203,1.08918,0.97067,0.96692,0.98644,0.63867,1.37428,0.46614,1.1706,0.001684,0.001684,0.001684
86,14688.8,1.25686,0.52746,1.08777,0.96848,0.97137,0.98637,0.63861,1.37626,0.46455,1.17127,0.001585,0.001585,0.001585
87,14768.3,1.26007,0.52701,1.09189,0.97787,0.96264,0.98628,0.63918,1.37815,0.46358,1.17321,0.001486,0.001486,0.001486
88,14851.4,1.25584,0.52135,1.08696,0.96759,0.97225,0.98671,0.63956,1.37839,0.46253,1.17314,0.001387,0.001387,0.001387
89,14928.5,1.23985,0.5178,1.07982,0.96715,0.97031,0.98708,0.64041,1.37702,0.46172,1.17215,0.001288,0.001288,0.001288
90,15002.5,1.25224,0.52382,1.08834,0.96844,0.97007,0.98709,0.64064,1.37704,0.46042,1.17227,0.001189,0.001189,0.001189
91,15074.2,1.19979,0.43818,1.07876,0.96995,0.97126,0.98664,0.64296,1.37366,0.46039,1.17049,0.00109,0.00109,0.00109
92,15144.2,1.18876,0.43356,1.07428,0.97405,0.97318,0.98741,0.64196,1.37201,0.45964,1.16892,0.000991,0.000991,0.000991
93,15214.7,1.17717,0.42867,1.06976,0.97448,0.96945,0.98692,0.64242,1.36944,0.45792,1.16786,0.000892,0.000892,0.000892
94,15283.8,1.17588,0.42539,1.06929,0.97494,0.96889,0.98701,0.64332,1.36806,0.45678,1.16824,0.000793,0.000793,0.000793
95,15349.9,1.16625,0.42084,1.0681,0.97453,0.97133,0.98699,0.64406,1.36769,0.45663,1.16849,0.000694,0.000694,0.000694
96,15415.2,1.16182,0.4167,1.06597,0.97516,0.97174,0.98704,0.64435,1.3667,0.45588,1.16876,0.000595,0.000595,0.000595
97,15485.7,1.15675,0.41572,1.06432,0.97266,0.97127,0.98668,0.64378,1.36711,0.45529,1.16996,0.000496,0.000496,0.000496
98,15555.6,1.15389,0.41385,1.05884,0.97268,0.97186,0.98673,0.64436,1.36709,0.45514,1.16965,0.000397,0.000397,0.000397
99,15623.9,1.14981,0.41067,1.05734,0.97083,0.97242,0.9866,0.64472,1.36681,0.4547,1.16944,0.000298,0.000298,0.000298
100,15691.8,1.14525,0.4078,1.05521,0.97266,0.97131,0.98662,0.64457,1.36745,0.45435,1.16966,0.000199,0.000199,0.000199
